symbol,signal_at,order_active_at,order_expire_at,trigger_price,return_5s,return_15s,return_60s,volume_5s,volume_baseline_1s_median,volume_multiple_5s,12h_low,rise_from_12h_low,origin_price,origin_plus_10pct_floor,spike_high,atr_5m,pricing_mode,predicted_primary,invalid_price,window_high,window_low,window_high_vs_trigger,window_low_vs_trigger,invalid_touched,tier1_price,tier1_weight,tier1_status,tier1_first_touch_at,tier2_price,tier2_weight,tier2_status,tier2_first_touch_at,tier3_price,tier3_weight,tier3_status,tier3_first_touch_at,filled_tier_count,order_result,next_5m_high,next_5m_low,next_5m_close
1000RATSUSDT,2026-07-31T14:22:08+08:00,2026-07-31T14:22:09+08:00,2026-07-31T14:25:08+08:00,0.0457300000,5.9055%,6.0283%,5.3929%,10144936.0000000000,338347.0000000000,5.9968x,0.0260300000,75.6819%,0.0259800000,0.0285780000,0.0458000000,0.0000885714,momentum_atr_estimate,0.0457335714,0.0461100000,0.0459400000,0.0440500000,0.4592%,-3.6737%,no,0.0456981429,0.30,not_placed,,0.0457335714,0.40,not_placed,,0.0457690000,0.30,not_placed,,0,rejected_origin_floor,0.0467000000,0.0440500000,0.0451400000
1000RATSUSDT,2026-07-31T14:59:06+08:00,2026-07-31T14:59:07+08:00,2026-07-31T15:02:06+08:00,0.0482300000,5.1221%,4.8023%,5.5361%,20583932.0000000000,133618.0000000000,30.8101x,0.0260900000,84.8601%,0.0259800000,0.0285780000,0.0493700000,0.0000700000,momentum_atr_estimate,0.0493175000,0.0496150000,0.0552600000,0.0481600000,14.5760%,-0.1451%,yes,0.0492895000,0.30,filled,2026-07-31T14:59:08+08:00,0.0493175000,0.40,filled,2026-07-31T14:59:08+08:00,0.0493455000,0.30,filled,2026-07-31T14:59:08+08:00,3,all_filled,0.0554400000,0.0481600000,0.0546200000
1000RATSUSDT,2026-07-31T22:46:00+08:00,2026-07-31T22:46:01+08:00,2026-07-31T22:49:00+08:00,0.0587200000,27.9303%,-0.2717%,-0.2379%,298249.0000000000,15769.0000000000,3.7827x,0.0268300000,118.8595%,0.0265900000,0.0292490000,0.0588100000,0.0029214286,momentum_atr_estimate,0.0566189286,0.0690350000,0.0598900000,0.0586100000,1.9925%,-0.1873%,no,0.0554503571,0.30,not_placed,,0.0566189286,0.40,not_placed,,0.0577875000,0.30,not_placed,,0,rejected_origin_floor,0.0598900000,0.0586100000,0.0590700000
1000RATSUSDT,2026-07-31T22:57:05+08:00,2026-07-31T22:57:06+08:00,2026-07-31T23:00:05+08:00,0.0639400000,5.1645%,5.2337%,7.4983%,26967351.0000000000,79699.0000000000,67.6730x,0.0268300000,138.3153%,0.0265900000,0.0292490000,0.0644400000,0.0038600000,momentum_atr_estimate,0.0615450000,0.0779500000,0.0640400000,0.0611800000,0.1564%,-4.3165%,no,0.0600010000,0.30,not_placed,,0.0615450000,0.40,not_placed,,0.0630890000,0.30,not_placed,,0,rejected_origin_floor,0.0640400000,0.0611800000,0.0617400000
1000RATSUSDT,2026-08-01T06:57:05+08:00,2026-08-01T06:57:06+08:00,2026-08-01T07:00:05+08:00,0.0639400000,5.1645%,5.2337%,7.4983%,26967351.0000000000,79699.0000000000,67.6730x,0.0268300000,138.3153%,0.0268300000,0.0295130000,0.0644400000,0.0017021429,momentum_atr_estimate,0.0631633929,0.0703975000,0.0640400000,0.0611800000,0.1564%,-4.3165%,no,0.0624825357,0.30,not_placed,,0.0631633929,0.40,not_placed,,0.0638442500,0.30,not_placed,,0,rejected_origin_floor,0.0640400000,0.0611800000,0.0617400000
AKEUSDT,2026-07-15T04:51:13+08:00,2026-07-15T04:51:14+08:00,2026-07-15T04:54:13+08:00,0.0002581000,6.6088%,7.4521%,14.3047%,591266433.0000000000,20714159.0000000000,5.7088x,0.0001864000,38.4657%,0.0001864000,0.0002050400,0.0002611000,0.0000003643,momentum_atr_estimate,0.0002608268,0.0002623750,0.0002812000,0.0002389000,8.9500%,-7.4390%,yes,0.0002606811,0.30,filled,2026-07-15T04:51:14+08:00,0.0002608268,0.40,filled,2026-07-15T04:51:14+08:00,0.0002609725,0.30,filled,2026-07-15T04:51:14+08:00,3,all_filled,0.0002812000,0.0002389000,0.0002593000
AKEUSDT,2026-07-15T05:41:00+08:00,2026-07-15T05:41:01+08:00,2026-07-15T05:44:00+08:00,0.0003079000,5.0495%,6.5398%,7.2822%,1363423810.0000000000,10094414.0000000000,27.0134x,0.0001864000,65.1824%,0.0001864000,0.0002050400,0.0003155000,0.0000004000,momentum_atr_estimate,0.0003152000,0.0003169000,0.0003172000,0.0002963000,3.0205%,-3.7675%,yes,0.0003150400,0.30,filled,2026-07-15T05:41:02+08:00,0.0003152000,0.40,filled,2026-07-15T05:41:02+08:00,0.0003153600,0.30,filled,2026-07-15T05:41:02+08:00,3,all_filled,0.0003172000,0.0002922000,0.0002965000
AKEUSDT,2026-07-15T05:59:07+08:00,2026-07-15T05:59:08+08:00,2026-07-15T06:02:07+08:00,0.0003536000,7.5753%,6.9247%,10.3276%,2160438567.0000000000,31116524.0000000000,13.8861x,0.0001864000,89.6996%,0.0001864000,0.0002050400,0.0003552000,0.0000004071,momentum_atr_estimate,0.0003548946,0.0003566250,0.0003870000,0.0003383000,9.4457%,-4.3269%,yes,0.0003547318,0.30,filled,2026-07-15T05:59:08+08:00,0.0003548946,0.40,filled,2026-07-15T05:59:08+08:00,0.0003550575,0.30,filled,2026-07-15T06:00:05+08:00,3,all_filled,0.0003980000,0.0003383000,0.0003799000
AKEUSDT,2026-07-15T07:36:50+08:00,2026-07-15T07:36:51+08:00,2026-07-15T07:39:50+08:00,0.0005390000,5.2323%,7.6708%,9.2641%,2790919561.0000000000,24310385.0000000000,22.9607x,0.0001864000,189.1631%,0.0001864000,0.0002050400,0.0005490000,0.0000005071,momentum_atr_estimate,0.0005486196,0.0005507750,0.0005485000,0.0005179000,1.7625%,-3.9147%,no,0.0005484168,0.30,filled,2026-07-15T07:37:05+08:00,0.0005486196,0.40,unfilled,,0.0005488225,0.30,unfilled,,1,partial_filled,0.0005485000,0.0004905000,0.0005003000
AKEUSDT,2026-07-15T08:01:13+08:00,2026-07-15T08:01:14+08:00,2026-07-15T08:04:13+08:00,0.0006184000,5.7456%,5.5290%,10.1336%,2743723413.0000000000,86877941.0000000000,6.3163x,0.0001864000,231.7597%,0.0001864000,0.0002050400,0.0006210000,0.0000005714,momentum_atr_estimate,0.0006205714,0.0006230000,0.0007693000,0.0006117000,24.4017%,-1.0834%,yes,0.0006203429,0.30,filled,2026-07-15T08:01:14+08:00,0.0006205714,0.40,filled,2026-07-15T08:01:14+08:00,0.0006208000,0.30,filled,2026-07-15T08:01:14+08:00,3,all_filled,0.0007693000,0.0005903000,0.0006162000
AKEUSDT,2026-07-15T08:17:27+08:00,2026-07-15T08:17:28+08:00,2026-07-15T08:20:27+08:00,0.0006187000,8.9261%,10.6600%,11.6384%,1614585813.0000000000,59123290.0000000000,5.4618x,0.0001864000,231.9206%,0.0001864000,0.0002050400,0.0006264000,0.0000006143,momentum_atr_estimate,0.0006259393,0.0006285500,0.0006420000,0.0005779000,3.7660%,-6.5945%,yes,0.0006256936,0.30,filled,2026-07-15T08:17:28+08:00,0.0006259393,0.40,filled,2026-07-15T08:17:28+08:00,0.0006261850,0.30,filled,2026-07-15T08:17:28+08:00,3,all_filled,0.0006420000,0.0005779000,0.0006030000
AKEUSDT,2026-07-15T08:59:37+08:00,2026-07-15T08:59:38+08:00,2026-07-15T09:02:37+08:00,0.0006702000,7.1806%,6.0947%,6.3810%,1186890500.0000000000,14803816.0000000000,16.0349x,0.0001864000,259.5494%,0.0001864000,0.0002050400,0.0006758000,0.0000005500,momentum_atr_estimate,0.0006753875,0.0006777250,0.0006877000,0.0006366000,2.6112%,-5.0134%,yes,0.0006751675,0.30,filled,2026-07-15T08:59:43+08:00,0.0006753875,0.40,filled,2026-07-15T08:59:43+08:00,0.0006756075,0.30,filled,2026-07-15T08:59:43+08:00,3,all_filled,0.0006877000,0.0006335000,0.0006397000
AKEUSDT,2026-07-15T12:38:33+08:00,2026-07-15T12:38:34+08:00,2026-07-15T12:41:33+08:00,0.0005900000,8.7357%,9.8287%,10.2598%,3048499480.0000000000,5582584.0000000000,109.2146x,0.0001865000,216.3539%,0.0001864000,0.0002050400,0.0005961000,0.0000008500,momentum_atr_estimate,0.0005954625,0.0005990750,0.0006323000,0.0005638000,7.1695%,-4.4407%,yes,0.0005951225,0.30,filled,2026-07-15T12:38:34+08:00,0.0005954625,0.40,filled,2026-07-15T12:38:39+08:00,0.0005958025,0.30,filled,2026-07-15T12:38:39+08:00,3,all_filled,0.0006323000,0.0005638000,0.0005906000
AKEUSDT,2026-07-15T14:15:15+08:00,2026-07-15T14:15:16+08:00,2026-07-15T14:18:15+08:00,0.0008094000,6.8233%,9.0983%,11.2730%,6064707671.0000000000,16931755.0000000000,71.6371x,0.0001865000,333.9946%,0.0001864000,0.0002050400,0.0008271000,0.0000178571,momentum_atr_estimate,0.0008137071,0.0008896000,0.0008617000,0.0007937000,6.4616%,-1.9397%,no,0.0008065643,0.30,not_placed,,0.0008137071,0.40,not_placed,,0.0008208500,0.30,not_placed,,0,rejected_origin_floor,0.0008617000,0.0007937000,0.0008102000
AKEUSDT,2026-07-15T14:48:44+08:00,2026-07-15T14:48:45+08:00,2026-07-15T14:51:44+08:00,0.0009000000,7.3858%,9.4225%,10.4566%,3468201128.0000000000,11085056.0000000000,62.5744x,0.0001865000,382.5737%,0.0001864000,0.0002050400,0.0009200000,0.0000183429,momentum_atr_estimate,0.0009062429,0.0009842000,0.0009156000,0.0008403000,1.7333%,-6.6333%,no,0.0008989057,0.30,not_placed,,0.0009062429,0.40,not_placed,,0.0009135800,0.30,not_placed,,0,rejected_origin_floor,0.0009156000,0.0008403000,0.0008541000
AKEUSDT,2026-07-15T15:32:03+08:00,2026-07-15T15:32:04+08:00,2026-07-15T15:35:03+08:00,0.0008372000,7.5125%,7.2783%,7.5678%,1579393956.0000000000,16712034.0000000000,18.9013x,0.0001865000,348.9008%,0.0001864000,0.0002050400,0.0008400000,0.0000190786,momentum_atr_estimate,0.0008256911,0.0009067750,0.0008700000,0.0008200000,3.9178%,-2.0545%,no,0.0008180596,0.30,not_placed,,0.0008256911,0.40,not_placed,,0.0008333225,0.30,not_placed,,0,rejected_origin_floor,0.0008700000,0.0008200000,0.0008288000
AKEUSDT,2026-07-15T19:29:03+08:00,2026-07-15T19:29:04+08:00,2026-07-15T19:32:03+08:00,0.0006504000,11.2746%,-0.3371%,12.0413%,38974462.0000000000,1783085.0000000000,4.3716x,0.0001865000,248.7399%,0.0001865000,0.0002051500,0.0006511000,0.0000153500,momentum_atr_estimate,0.0006395875,0.0007048250,0.0006564000,0.0006486000,0.9225%,-0.2768%,no,0.0006334475,0.30,not_placed,,0.0006395875,0.40,not_placed,,0.0006457275,0.30,not_placed,,0,rejected_origin_floor,0.0006564000,0.0005847000,0.0006514000
AKEUSDT,2026-07-15T20:38:03+08:00,2026-07-15T20:38:04+08:00,2026-07-15T20:41:03+08:00,0.0006787000,27.1450%,0.1771%,0.0295%,20383351.0000000000,1037954.0000000000,3.9276x,0.0001865000,263.9142%,0.0001865000,0.0002051500,0.0006788000,0.0000224500,momentum_atr_estimate,0.0006619625,0.0007573750,0.0006993000,0.0006789000,3.0352%,0.0295%,no,0.0006529825,0.30,not_placed,,0.0006619625,0.40,not_placed,,0.0006709425,0.30,not_placed,,0,rejected_origin_floor,0.0006993000,0.0006767000,0.0006820000
AKEUSDT,2026-07-15T20:53:09+08:00,2026-07-15T20:53:10+08:00,2026-07-15T20:56:09+08:00,0.0006822000,13.5675%,-0.3651%,-0.4088%,20853003.0000000000,859788.0000000000,4.8507x,0.0001865000,265.7909%,0.0001865000,0.0002051500,0.0006825000,0.0000296857,momentum_atr_estimate,0.0006602357,0.0007864000,0.0006928000,0.0005988000,1.5538%,-12.2252%,no,0.0006483614,0.30,not_placed,,0.0006602357,0.40,not_placed,,0.0006721100,0.30,not_placed,,0,rejected_origin_floor,0.0007070000,0.0005988000,0.0006908000
AKEUSDT,2026-07-15T22:31:14+08:00,2026-07-15T22:31:15+08:00,2026-07-15T22:34:14+08:00,0.0008137000,22.1405%,22.3057%,23.4750%,91178859.0000000000,3572760.0000000000,5.1041x,0.0001865000,336.3003%,0.0001865000,0.0002051500,0.0008346000,0.0000312143,momentum_atr_estimate,0.0008111893,0.0009438500,0.0008221000,0.0006623000,1.0323%,-18.6064%,no,0.0007987036,0.30,not_placed,,0.0008111893,0.40,not_placed,,0.0008236750,0.30,not_placed,,0,rejected_origin_floor,0.0008221000,0.0006623000,0.0006684000
AKEUSDT,2026-07-15T22:39:10+08:00,2026-07-15T22:39:11+08:00,2026-07-15T22:42:10+08:00,0.0008270000,23.6913%,23.6913%,23.6728%,88441262.0000000000,1001386.0000000000,17.6638x,0.0001865000,343.4316%,0.0001865000,0.0002051500,0.0008346000,0.0000299214,momentum_atr_estimate,0.0008121589,0.0009393250,0.0008280000,0.0006587000,0.1209%,-20.3507%,no,0.0008001904,0.30,not_placed,,0.0008121589,0.40,not_placed,,0.0008241275,0.30,not_placed,,0,rejected_origin_floor,0.0008280000,0.0006575000,0.0006632000
AKEUSDT,2026-07-15T22:46:29+08:00,2026-07-15T22:46:30+08:00,2026-07-15T22:49:29+08:00,0.0008216000,23.5489%,23.2523%,23.5117%,31735218.0000000000,1109967.0000000000,5.7182x,0.0001865000,340.5362%,0.0001865000,0.0002051500,0.0008317000,0.0000348929,momentum_atr_estimate,0.0008055304,0.0009538250,0.0008168000,0.0006563000,-0.5842%,-20.1193%,no,0.0007915732,0.30,not_placed,,0.0008055304,0.40,not_placed,,0.0008194875,0.30,not_placed,,0,rejected_origin_floor,0.0008773000,0.0006563000,0.0006645000
AKEUSDT,2026-07-15T22:49:38+08:00,2026-07-15T22:49:39+08:00,2026-07-15T22:52:38+08:00,0.0008765000,32.7628%,32.3818%,33.1662%,22748169.0000000000,1482871.0000000000,3.0681x,0.0001865000,369.9732%,0.0001865000,0.0002051500,0.0009538000,0.0000348929,momentum_atr_estimate,0.0009276304,0.0010759250,0.0008704000,0.0006595000,-0.6959%,-24.7576%,no,0.0009136732,0.30,unfilled,,0.0009276304,0.40,unfilled,,0.0009415875,0.30,unfilled,,0,no_fill,0.0008704000,0.0006595000,0.0006644000
AKEUSDT,2026-07-15T22:54:04+08:00,2026-07-15T22:54:05+08:00,2026-07-15T22:57:04+08:00,0.0008533000,28.6253%,28.3544%,28.1424%,43259354.0000000000,1415034.0000000000,6.1142x,0.0001865000,357.5335%,0.0001865000,0.0002051500,0.0009538000,0.0000351000,momentum_atr_estimate,0.0009274750,0.0010766500,0.0008513000,0.0006631000,-0.2344%,-22.2899%,no,0.0009134350,0.30,unfilled,,0.0009274750,0.40,unfilled,,0.0009415150,0.30,unfilled,,0,no_fill,0.0008513000,0.0006568000,0.0006585000
AKEUSDT,2026-07-15T23:05:33+08:00,2026-07-15T23:05:34+08:00,2026-07-15T23:08:33+08:00,0.0008466000,26.6607%,26.6607%,26.7555%,45248591.0000000000,2873272.0000000000,3.1496x,0.0001865000,353.9410%,0.0001865000,0.0002051500,0.0009538000,0.0000341000,momentum_atr_estimate,0.0009282250,0.0010731500,0.0008525000,0.0006664000,0.6969%,-21.2851%,no,0.0009145850,0.30,unfilled,,0.0009282250,0.40,unfilled,,0.0009418650,0.30,unfilled,,0,no_fill,0.0008525000,0.0006664000,0.0006890000
AKEUSDT,2026-07-15T23:12:10+08:00,2026-07-15T23:12:11+08:00,2026-07-15T23:15:10+08:00,0.0006923000,9.8889%,1.0067%,0.9772%,65157188.0000000000,2019709.0000000000,6.4521x,0.0001865000,271.2064%,0.0001865000,0.0002051500,0.0009538000,0.0000499071,momentum_atr_estimate,0.0009163696,0.0011284750,0.0007016000,0.0006862000,1.3433%,-0.8811%,no,0.0008964068,0.30,unfilled,,0.0009163696,0.40,unfilled,,0.0009363325,0.30,unfilled,,0,no_fill,0.0007016000,0.0006862000,0.0006950000
AKEUSDT,2026-07-15T23:44:58+08:00,2026-07-15T23:44:59+08:00,2026-07-15T23:47:58+08:00,0.0008209000,21.3990%,21.4170%,22.2851%,33199963.0000000000,1991196.0000000000,3.3347x,0.0001865000,340.1609%,0.0001865000,0.0002051500,0.0009220000,0.0000584000,momentum_atr_estimate,0.0008782000,0.0011264000,0.0008263000,0.0006719000,0.6578%,-18.1508%,no,0.0008548400,0.30,unfilled,,0.0008782000,0.40,unfilled,,0.0009015600,0.30,unfilled,,0,no_fill,0.0008263000,0.0006719000,0.0006762000
AKEUSDT,2026-07-15T23:48:50+08:00,2026-07-15T23:48:51+08:00,2026-07-15T23:51:50+08:00,0.0007504000,11.0716%,11.0388%,10.9731%,63146559.0000000000,1105941.0000000000,11.4195x,0.0001865000,302.3592%,0.0001865000,0.0002051500,0.0009220000,0.0000630071,momentum_atr_estimate,0.0008747446,0.0011425250,0.0007743000,0.0006732000,3.1850%,-10.2878%,no,0.0008495418,0.30,unfilled,,0.0008747446,0.40,unfilled,,0.0008999475,0.30,unfilled,,0,no_fill,0.0007743000,0.0006732000,0.0006806000
AKEUSDT,2026-07-15T23:52:24+08:00,2026-07-15T23:52:25+08:00,2026-07-15T23:55:24+08:00,0.0007584000,11.0721%,11.0883%,10.9258%,26340584.0000000000,1709918.0000000000,3.0809x,0.0001865000,306.6488%,0.0001865000,0.0002051500,0.0009220000,0.0000640786,momentum_atr_estimate,0.0008739411,0.0011462750,0.0007616000,0.0006753000,0.4219%,-10.9573%,no,0.0008483096,0.30,unfilled,,0.0008739411,0.40,unfilled,,0.0008995725,0.30,unfilled,,0,no_fill,0.0007658000,0.0006753000,0.0006789000
AKEUSDT,2026-07-15T23:55:36+08:00,2026-07-15T23:55:37+08:00,2026-07-15T23:58:36+08:00,0.0007582000,11.1893%,11.1241%,11.8949%,27219173.0000000000,1733561.0000000000,3.1403x,0.0001865000,306.5416%,0.0001865000,0.0002051500,0.0009220000,0.0000640786,momentum_atr_estimate,0.0008739411,0.0011462750,0.0007658000,0.0006762000,1.0024%,-10.8151%,no,0.0008483096,0.30,unfilled,,0.0008739411,0.40,unfilled,,0.0008995725,0.30,unfilled,,0,no_fill,0.0007658000,0.0006760000,0.0006889000
AKEUSDT,2026-07-16T00:04:07+08:00,2026-07-16T00:04:08+08:00,2026-07-16T00:07:07+08:00,0.0007616000,12.1319%,12.3801%,11.7207%,30387497.0000000000,1771459.0000000000,3.4308x,0.0001865000,308.3646%,0.0001865000,0.0002051500,0.0008484000,0.0000592357,momentum_atr_estimate,0.0008039732,0.0010557250,0.0007792000,0.0006779000,2.3109%,-10.9900%,no,0.0007802789,0.30,unfilled,,0.0008039732,0.40,unfilled,,0.0008276675,0.30,unfilled,,0,no_fill,0.0007792000,0.0006776000,0.0006827000
AKEUSDT,2026-07-16T00:08:49+08:00,2026-07-16T00:08:50+08:00,2026-07-16T00:11:49+08:00,0.0007585000,11.7742%,11.4949%,10.7946%,36547318.0000000000,2177875.0000000000,3.3562x,0.0001865000,306.7024%,0.0001865000,0.0002051500,0.0008403000,0.0000625214,momentum_atr_estimate,0.0007934089,0.0010591250,0.0007472000,0.0006795000,-1.4898%,-10.4153%,no,0.0007684004,0.30,unfilled,,0.0007934089,0.40,unfilled,,0.0008184175,0.30,unfilled,,0,no_fill,0.0007644000,0.0006795000,0.0007078000
AKEUSDT,2026-07-16T00:11:50+08:00,2026-07-16T00:11:51+08:00,2026-07-16T00:14:50+08:00,0.0007459000,7.3546%,7.6801%,8.4157%,1271764360.0000000000,3437412.0000000000,73.9955x,0.0001865000,299.9464%,0.0001865000,0.0002051500,0.0008238000,0.0000647143,momentum_atr_estimate,0.0007752643,0.0010503000,0.0007644000,0.0007025000,2.4802%,-5.8185%,no,0.0007493786,0.30,filled,2026-07-16T00:11:51+08:00,0.0007752643,0.40,unfilled,,0.0008011500,0.30,unfilled,,1,partial_filled,0.0007644000,0.0006961000,0.0007107000
AKEUSDT,2026-07-16T01:17:13+08:00,2026-07-16T01:17:14+08:00,2026-07-16T01:20:13+08:00,0.0007092000,7.9945%,0.3112%,0.1836%,45469984.0000000000,2101576.0000000000,4.3272x,0.0002565000,176.4912%,0.0001865000,0.0002051500,0.0007196000,0.0000463714,momentum_atr_estimate,0.0006848214,0.0008819000,0.0007157000,0.0007011000,0.9165%,-1.1421%,no,0.0006662729,0.30,not_placed,,0.0006848214,0.40,not_placed,,0.0007033700,0.30,not_placed,,0,rejected_origin_floor,0.0007310000,0.0007011000,0.0007213000
AKEUSDT,2026-07-16T01:32:45+08:00,2026-07-16T01:32:46+08:00,2026-07-16T01:35:45+08:00,0.0007231000,12.0738%,0.1801%,0.2495%,25847474.0000000000,1604995.0000000000,3.2209x,0.0002834000,155.1517%,0.0001865000,0.0002051500,0.0007233000,0.0000417500,momentum_atr_estimate,0.0006919875,0.0008694250,0.0007274000,0.0006410000,0.5947%,-11.3539%,no,0.0006752875,0.30,not_placed,,0.0006919875,0.40,not_placed,,0.0007086875,0.30,not_placed,,0,rejected_origin_floor,0.0007274000,0.0006410000,0.0007217000
AKEUSDT,2026-07-16T01:39:00+08:00,2026-07-16T01:39:01+08:00,2026-07-16T01:42:00+08:00,0.0007185000,13.5250%,-0.2914%,-0.2222%,27232495.0000000000,1008398.0000000000,5.4011x,0.0002868000,150.5230%,0.0001865000,0.0002051500,0.0007205000,0.0000406286,momentum_atr_estimate,0.0006900286,0.0008627000,0.0007200000,0.0006284000,0.2088%,-12.5400%,no,0.0006737771,0.30,not_placed,,0.0006900286,0.40,not_placed,,0.0007062800,0.30,not_placed,,0,rejected_origin_floor,0.0007200000,0.0006277000,0.0007148000
AKEUSDT,2026-07-16T02:42:58+08:00,2026-07-16T02:42:59+08:00,2026-07-16T02:45:58+08:00,0.0007310000,15.8295%,0.0411%,-0.3001%,43600960.0000000000,899724.0000000000,9.6921x,0.0003912000,86.8609%,0.0001865000,0.0002051500,0.0007400000,0.0000312071,momentum_atr_estimate,0.0007165946,0.0008492250,0.0007316000,0.0006304000,0.0821%,-13.7620%,no,0.0007041118,0.30,not_placed,,0.0007165946,0.40,not_placed,,0.0007290775,0.30,not_placed,,0,rejected_origin_floor,0.0007316000,0.0006304000,0.0007236000
AKEUSDT,2026-07-16T03:38:03+08:00,2026-07-16T03:38:04+08:00,2026-07-16T03:41:03+08:00,0.0007565000,15.7259%,-0.1584%,-0.4081%,35168168.0000000000,1913188.0000000000,3.6764x,0.0004909000,54.1047%,0.0001865000,0.0002051500,0.0007569000,0.0000349000,momentum_atr_estimate,0.0007307250,0.0008790500,0.0007640000,0.0006541000,0.9914%,-13.5360%,no,0.0007167650,0.30,not_placed,,0.0007307250,0.40,not_placed,,0.0007446850,0.30,not_placed,,0,rejected_origin_floor,0.0007640000,0.0006518000,0.0007515000
AKEUSDT,2026-07-16T03:59:55+08:00,2026-07-16T03:59:56+08:00,2026-07-16T04:02:55+08:00,0.0007631000,14.3392%,14.0828%,0.5799%,32090128.0000000000,1325205.0000000000,4.8430x,0.0005024000,51.8909%,0.0001865000,0.0002051500,0.0007640000,0.0000231643,momentum_atr_estimate,0.0007466268,0.0008450750,0.0007729000,0.0007599000,1.2842%,-0.4193%,no,0.0007373611,0.30,not_placed,,0.0007466268,0.40,not_placed,,0.0007558925,0.30,not_placed,,0,rejected_origin_floor,0.0007729000,0.0007467000,0.0007516000
AKEUSDT,2026-07-16T04:08:29+08:00,2026-07-16T04:08:30+08:00,2026-07-16T04:11:29+08:00,0.0007614000,13.3036%,0.1052%,0.0526%,42643546.0000000000,1473023.0000000000,5.7899x,0.0005024000,51.5525%,0.0001865000,0.0002051500,0.0007620000,0.0000219286,momentum_atr_estimate,0.0007455536,0.0008387500,0.0007709000,0.0007606000,1.2477%,-0.1051%,no,0.0007367821,0.30,not_placed,,0.0007455536,0.40,not_placed,,0.0007543250,0.30,not_placed,,0,rejected_origin_floor,0.0008149000,0.0007606000,0.0007986000
AKEUSDT,2026-07-16T07:46:28+08:00,2026-07-16T07:46:29+08:00,2026-07-16T07:49:28+08:00,0.0009264000,6.1168%,8.0224%,9.0524%,3380769961.0000000000,11240793.0000000000,60.1518x,0.0005098000,81.7183%,0.0004931000,0.0005424100,0.0009502000,0.0000188571,momentum_atr_estimate,0.0009360571,0.0010162000,0.0009343000,0.0008220000,0.8528%,-11.2694%,no,0.0009285143,0.30,filled,2026-07-16T07:46:29+08:00,0.0009360571,0.40,unfilled,,0.0009436000,0.30,unfilled,,1,partial_filled,0.0009343000,0.0008220000,0.0008472000
AKEUSDT,2026-07-16T08:19:10+08:00,2026-07-16T08:19:11+08:00,2026-07-16T08:22:10+08:00,0.0009116000,6.1976%,6.4705%,7.0707%,1533110460.0000000000,13330175.0000000000,23.0021x,0.0005260000,73.3080%,0.0005024000,0.0005526400,0.0009152000,0.0000235571,momentum_atr_estimate,0.0008975321,0.0009976500,0.0009180000,0.0008234000,0.7021%,-9.6753%,no,0.0008881093,0.30,not_placed,,0.0008975321,0.40,not_placed,,0.0009069550,0.30,not_placed,,0,rejected_origin_floor,0.0009180000,0.0008234000,0.0008544000
AKEUSDT,2026-07-16T17:53:11+08:00,2026-07-16T17:53:12+08:00,2026-07-16T17:56:11+08:00,0.0011002000,12.9917%,13.2942%,13.9631%,5871883591.0000000000,6048688.0000000000,194.1540x,0.0006430000,71.1042%,0.0005610000,0.0006171000,0.0011220000,0.0000244786,momentum_atr_estimate,0.0011036411,0.0012076750,0.0011800000,0.0010261000,7.2532%,-6.7351%,no,0.0010938496,0.30,not_placed,,0.0011036411,0.40,not_placed,,0.0011134325,0.30,not_placed,,0,rejected_origin_floor,0.0011800000,0.0010261000,0.0010753000
AKEUSDT,2026-07-16T20:28:06+08:00,2026-07-16T20:28:07+08:00,2026-07-16T20:31:06+08:00,0.0009693000,5.2215%,5.0163%,5.7264%,35676058.0000000000,1362660.0000000000,5.2362x,0.0006920000,40.0723%,0.0006410000,0.0007051000,0.0009878000,0.0000258643,momentum_atr_estimate,0.0009684018,0.0010783250,0.0009730000,0.0009037000,0.3817%,-6.7678%,no,0.0009580561,0.30,not_placed,,0.0009684018,0.40,not_placed,,0.0009787475,0.30,not_placed,,0,rejected_origin_floor,0.0009730000,0.0009033000,0.0009169000
AKEUSDT,2026-07-17T03:24:39+08:00,2026-07-17T03:24:40+08:00,2026-07-17T03:27:39+08:00,0.0009406000,6.7529%,6.6803%,6.5715%,33594110.0000000000,864829.0000000000,7.7690x,0.0007630000,23.2765%,0.0007001000,0.0007701100,0.0009821000,0.0000707429,momentum_atr_estimate,0.0009290429,0.0012297000,0.0008826000,0.0008766000,-6.1663%,-6.8042%,no,0.0009007457,0.30,not_placed,,0.0009290429,0.40,not_placed,,0.0009573400,0.30,not_placed,,0,rejected_origin_floor,0.0009394000,0.0008759000,0.0008781000
AKEUSDT,2026-07-17T03:28:19+08:00,2026-07-17T03:28:20+08:00,2026-07-17T03:31:19+08:00,0.0009386000,6.9021%,6.6712%,6.6712%,13053029.0000000000,451364.0000000000,5.7838x,0.0007630000,23.0144%,0.0007001000,0.0007701100,0.0009821000,0.0000656643,momentum_atr_estimate,0.0009328518,0.0012119250,0.0009381000,0.0008750000,-0.0533%,-6.7760%,no,0.0009065861,0.30,not_placed,,0.0009328518,0.40,not_placed,,0.0009591175,0.30,not_placed,,0,rejected_origin_floor,0.0009381000,0.0008720000,0.0008736000
