symbol,signal_at,order_active_at,order_expire_at,trigger_price,return_5s,return_15s,return_60s,volume_5s,volume_baseline_1s_median,volume_multiple_5s,12h_low,rise_from_12h_low,origin_price,origin_plus_10pct_floor,spike_high,atr_5m,pricing_mode,predicted_primary,invalid_price,window_high,window_low,window_high_vs_trigger,window_low_vs_trigger,invalid_touched,tier1_price,tier1_weight,tier1_status,tier1_first_touch_at,tier2_price,tier2_weight,tier2_status,tier2_first_touch_at,tier3_price,tier3_weight,tier3_status,tier3_first_touch_at,filled_tier_count,order_result,next_5m_high,next_5m_low,next_5m_close
AKEUSDT,2026-07-22T21:22:05+08:00,2026-07-22T21:22:06+08:00,2026-07-22T21:25:07+08:00,0.0018826000,8.0216%,8.3074%,7.9287%,6057717.0000000000,287645.0000000000,4.2119x,0.0015341000,22.7169%,0.0015341000,0.0016875100,0.0019680000,0.0000481929,momentum_atr_estimate,0.0019318554,0.0021366750,0.0018943000,0.0017393000,0.6215%,-7.6118%,no,0.0019125782,0.30,unfilled,,0.0019318554,0.40,unfilled,,0.0019511325,0.30,unfilled,,0,no_fill,0.0018943000,0.0017393000,0.0017800000
AKEUSDT,2026-07-22T21:26:27+08:00,2026-07-22T21:26:28+08:00,2026-07-22T21:29:27+08:00,0.0018909000,6.5116%,6.7883%,6.3618%,6032886.0000000000,361871.0000000000,3.3343x,0.0015341000,23.2579%,0.0015341000,0.0016875100,0.0019433000,0.0000487143,momentum_atr_estimate,0.0019067643,0.0021138000,0.0018911000,0.0017717000,0.0106%,-6.3039%,no,0.0018872786,0.30,not_placed,,0.0019067643,0.40,not_placed,,0.0019262500,0.30,not_placed,,0,rejected_origin_floor,0.0018911000,0.0017717000,0.0017882000
AKEUSDT,2026-07-22T21:36:28+08:00,2026-07-22T21:36:29+08:00,2026-07-22T21:39:28+08:00,0.0018442000,5.1305%,4.6117%,4.4754%,14724626.0000000000,367955.0000000000,8.0035x,0.0015341000,20.2138%,0.0015341000,0.0016875100,0.0019114000,0.0000499000,momentum_atr_estimate,0.0018739750,0.0020860500,0.0018465000,0.0017445000,0.1247%,-5.4061%,no,0.0018540150,0.30,unfilled,,0.0018739750,0.40,unfilled,,0.0018939350,0.30,unfilled,,0,no_fill,0.0018465000,0.0017360000,0.0017360000
AKEUSDT,2026-07-22T21:42:29+08:00,2026-07-22T21:42:30+08:00,2026-07-22T21:45:30+08:00,0.0018426000,5.9087%,5.9818%,6.1711%,10735110.0000000000,296103.0000000000,7.2509x,0.0015341000,20.1095%,0.0015341000,0.0016875100,0.0019114000,0.0000483571,momentum_atr_estimate,0.0018751321,0.0020806500,0.0018422000,0.0017291000,-0.0217%,-6.1598%,no,0.0018557893,0.30,unfilled,,0.0018751321,0.40,unfilled,,0.0018944750,0.30,unfilled,,0,no_fill,0.0018638000,0.0017200000,0.0017339000
AKEUSDT,2026-07-22T21:53:38+08:00,2026-07-22T21:53:39+08:00,2026-07-22T21:56:38+08:00,0.0018423000,6.6022%,6.8930%,7.0109%,3550716.0000000000,117038.0000000000,6.0676x,0.0015341000,20.0900%,0.0015341000,0.0016875100,0.0018947000,0.0000486714,momentum_atr_estimate,0.0018581964,0.0020650500,0.0018502000,0.0017245000,0.4288%,-6.3942%,no,0.0018387279,0.30,not_placed,,0.0018581964,0.40,not_placed,,0.0018776650,0.30,not_placed,,0,rejected_origin_floor,0.0018502000,0.0017245000,0.0018226000
AKEUSDT,2026-07-22T22:03:14+08:00,2026-07-22T22:03:15+08:00,2026-07-22T22:06:15+08:00,0.0018528000,7.1726%,7.6333%,7.8150%,4338575.0000000000,252585.0000000000,3.4353x,0.0015341000,20.7744%,0.0015341000,0.0016875100,0.0018699000,0.0000447000,momentum_atr_estimate,0.0018363750,0.0020263500,0.0018492000,0.0017044000,-0.1943%,-8.0095%,no,0.0018184950,0.30,not_placed,,0.0018363750,0.40,not_placed,,0.0018542550,0.30,not_placed,,0,rejected_origin_floor,0.0018664000,0.0017044000,0.0017213000
AKEUSDT,2026-07-22T22:06:59+08:00,2026-07-22T22:07:00+08:00,2026-07-22T22:10:00+08:00,0.0018454000,7.4344%,7.4656%,7.8929%,3696474.0000000000,235844.0000000000,3.1347x,0.0015341000,20.2920%,0.0015341000,0.0016875100,0.0018699000,0.0000374286,momentum_atr_estimate,0.0018418286,0.0020009000,0.0018664000,0.0017140000,1.1380%,-7.1204%,no,0.0018268571,0.30,not_placed,,0.0018418286,0.40,not_placed,,0.0018568000,0.30,not_placed,,0,rejected_origin_floor,0.0018664000,0.0017138000,0.0017292000
AKEUSDT,2026-07-22T22:10:47+08:00,2026-07-22T22:10:48+08:00,2026-07-22T22:13:48+08:00,0.0018502000,7.8142%,7.7954%,7.7577%,2146511.0000000000,100544.0000000000,4.2698x,0.0015341000,20.6049%,0.0015341000,0.0016875100,0.0018699000,0.0000374286,momentum_atr_estimate,0.0018418286,0.0020009000,0.0018516000,0.0017139000,0.0757%,-7.3668%,no,0.0018268571,0.30,not_placed,,0.0018418286,0.40,not_placed,,0.0018568000,0.30,not_placed,,0,rejected_origin_floor,0.0018516000,0.0017100000,0.0018437000
AKEUSDT,2026-07-22T22:15:21+08:00,2026-07-22T22:15:22+08:00,2026-07-22T22:18:22+08:00,0.0018439000,7.6353%,7.4972%,7.6416%,4137677.0000000000,156800.0000000000,5.2776x,0.0015341000,20.1943%,0.0015341000,0.0016875100,0.0018699000,0.0000367000,momentum_atr_estimate,0.0018423750,0.0019983500,0.0018620000,0.0017096000,0.9816%,-7.2835%,no,0.0018276950,0.30,not_placed,,0.0018423750,0.40,not_placed,,0.0018570550,0.30,not_placed,,0,rejected_origin_floor,0.0018620000,0.0017040000,0.0017051000
AKEUSDT,2026-07-22T22:19:59+08:00,2026-07-22T22:20:00+08:00,2026-07-22T22:23:00+08:00,0.0018543000,8.6292%,8.5656%,8.4957%,4589899.0000000000,171284.0000000000,5.3594x,0.0015341000,20.8722%,0.0015341000,0.0016875100,0.0018668000,0.0000372786,momentum_atr_estimate,0.0018388411,0.0019972750,0.0018629000,0.0017003000,0.4638%,-8.3050%,no,0.0018239296,0.30,not_placed,,0.0018388411,0.40,not_placed,,0.0018537525,0.30,not_placed,,0,rejected_origin_floor,0.0018640000,0.0017003000,0.0017090000
AKEUSDT,2026-07-22T22:23:16+08:00,2026-07-22T22:23:17+08:00,2026-07-22T22:26:17+08:00,0.0018492000,8.5466%,8.4575%,8.3304%,33284431.0000000000,246222.0000000000,27.0361x,0.0015341000,20.5397%,0.0015341000,0.0016875100,0.0018668000,0.0000352214,momentum_atr_estimate,0.0018403839,0.0019900750,0.0018640000,0.0017009000,0.8003%,-8.0197%,no,0.0018262954,0.30,not_placed,,0.0018403839,0.40,not_placed,,0.0018544725,0.30,not_placed,,0,rejected_origin_floor,0.0018640000,0.0016598000,0.0017046000
AKEUSDT,2026-07-22T22:30:31+08:00,2026-07-22T22:30:32+08:00,2026-07-22T22:33:31+08:00,0.0018449000,8.9787%,8.9465%,8.3260%,5233632.0000000000,341326.0000000000,3.0666x,0.0015341000,20.2594%,0.0015341000,0.0016875100,0.0018668000,0.0000340000,momentum_atr_estimate,0.0018413000,0.0019858000,0.0018619000,0.0016800000,0.9215%,-8.9382%,no,0.0018277000,0.30,not_placed,,0.0018413000,0.40,not_placed,,0.0018549000,0.30,not_placed,,0,rejected_origin_floor,0.0018619000,0.0016800000,0.0018549000
AKEUSDT,2026-07-22T22:35:46+08:00,2026-07-22T22:35:47+08:00,2026-07-22T22:38:46+08:00,0.0018511000,8.8114%,-0.2049%,-0.3123%,4084549.0000000000,264767.0000000000,3.0854x,0.0015341000,20.6636%,0.0015341000,0.0016875100,0.0018737000,0.0000346143,momentum_atr_estimate,0.0018477393,0.0019948500,0.0018620000,0.0017001000,0.5888%,-8.1573%,no,0.0018338936,0.30,not_placed,,0.0018477393,0.40,not_placed,,0.0018615850,0.30,not_placed,,0,rejected_origin_floor,0.0018859000,0.0016841000,0.0016907000
AKEUSDT,2026-07-22T22:39:19+08:00,2026-07-22T22:39:20+08:00,2026-07-22T22:42:19+08:00,0.0018652000,9.9246%,-0.0589%,8.9231%,32133707.0000000000,364969.0000000000,17.6090x,0.0015341000,21.5827%,0.0015341000,0.0016875100,0.0018859000,0.0000337143,momentum_atr_estimate,0.0018606143,0.0020039000,0.0018859000,0.0016759000,1.1098%,-10.1490%,no,0.0018471286,0.30,not_placed,,0.0018606143,0.40,not_placed,,0.0018741000,0.30,not_placed,,0,rejected_origin_floor,0.0018926000,0.0016744000,0.0016808000
AKEUSDT,2026-07-22T22:44:27+08:00,2026-07-22T22:44:28+08:00,2026-07-22T22:47:28+08:00,0.0018885000,12.3773%,12.5179%,12.2103%,6822843.0000000000,297473.0000000000,4.5872x,0.0015341000,23.1015%,0.0015341000,0.0016875100,0.0018942000,0.0000337143,momentum_atr_estimate,0.0018689143,0.0020122000,0.0018875000,0.0016767000,-0.0530%,-11.2153%,no,0.0018554286,0.30,not_placed,,0.0018689143,0.40,not_placed,,0.0018824000,0.30,not_placed,,0,rejected_origin_floor,0.0018899000,0.0016745000,0.0018628000
AKEUSDT,2026-07-22T22:50:43+08:00,2026-07-22T22:50:44+08:00,2026-07-22T22:53:43+08:00,0.0018711000,11.5144%,11.6142%,11.4480%,6165991.0000000000,182593.0000000000,6.7538x,0.0015341000,21.9673%,0.0015341000,0.0016875100,0.0018942000,0.0000315357,momentum_atr_estimate,0.0018705482,0.0020045750,0.0018712000,0.0016624000,0.0053%,-11.1539%,no,0.0018579339,0.30,not_placed,,0.0018705482,0.40,not_placed,,0.0018831625,0.30,not_placed,,0,rejected_origin_floor,0.0018712000,0.0016612000,0.0016668000
AKEUSDT,2026-07-22T22:55:40+08:00,2026-07-22T22:55:41+08:00,2026-07-22T22:58:40+08:00,0.0018607000,11.6934%,11.5126%,11.8680%,5227659.0000000000,244678.0000000000,4.2731x,0.0015341000,21.2894%,0.0015341000,0.0016875100,0.0018942000,0.0000303500,momentum_atr_estimate,0.0018714375,0.0020004250,0.0018605000,0.0016647000,-0.0107%,-10.5337%,no,0.0018592975,0.30,not_placed,,0.0018714375,0.40,not_placed,,0.0018835775,0.30,not_placed,,0,rejected_origin_floor,0.0018655000,0.0016646000,0.0016709000
AKEUSDT,2026-07-22T23:04:31+08:00,2026-07-22T23:04:32+08:00,2026-07-22T23:07:31+08:00,0.0018663000,11.0959%,11.0628%,11.3544%,8256767.0000000000,192844.0000000000,8.5632x,0.0015341000,21.6544%,0.0015341000,0.0016875100,0.0018942000,0.0000290500,momentum_atr_estimate,0.0018724125,0.0019958750,0.0018782000,0.0016713000,0.6376%,-10.4485%,no,0.0018607925,0.30,not_placed,,0.0018724125,0.40,not_placed,,0.0018840325,0.30,not_placed,,0,rejected_origin_floor,0.0018782000,0.0016647000,0.0016702000
AKEUSDT,2026-07-22T23:08:10+08:00,2026-07-22T23:08:11+08:00,2026-07-22T23:11:10+08:00,0.0018580000,10.8658%,10.8526%,10.8526%,2290673.0000000000,92140.0000000000,4.9722x,0.0015341000,21.1134%,0.0015341000,0.0016875100,0.0018942000,0.0000286929,momentum_atr_estimate,0.0018726804,0.0019946250,0.0018633000,0.0016558000,0.2853%,-10.8827%,no,0.0018612032,0.30,filled,2026-07-22T23:08:21+08:00,0.0018726804,0.40,unfilled,,0.0018841575,0.30,unfilled,,1,partial_filled,0.0018633000,0.0016550000,0.0016635000
AKEUSDT,2026-07-22T23:13:33+08:00,2026-07-22T23:13:34+08:00,2026-07-22T23:16:33+08:00,0.0018507000,11.2868%,11.3873%,11.3873%,8716643.0000000000,175108.0000000000,9.9557x,0.0015341000,20.6375%,0.0015341000,0.0016875100,0.0018942000,0.0000271786,momentum_atr_estimate,0.0018738161,0.0019893250,0.0018599000,0.0016633000,0.4971%,-10.1259%,no,0.0018629446,0.30,unfilled,,0.0018738161,0.40,unfilled,,0.0018846875,0.30,unfilled,,0,no_fill,0.0018599000,0.0016633000,0.0016883000
AKEUSDT,2026-07-22T23:24:17+08:00,2026-07-22T23:24:18+08:00,2026-07-22T23:27:18+08:00,0.0018673000,10.2042%,9.9641%,9.9965%,3346881.0000000000,188048.0000000000,3.5596x,0.0015455000,20.8217%,0.0015341000,0.0016875100,0.0018800000,0.0000267286,momentum_atr_estimate,0.0018599536,0.0019735500,0.0018738000,0.0016935000,0.3481%,-9.3076%,no,0.0018492621,0.30,not_placed,,0.0018599536,0.40,not_placed,,0.0018706450,0.30,not_placed,,0,rejected_origin_floor,0.0018783000,0.0016935000,0.0017054000
AKEUSDT,2026-07-22T23:27:26+08:00,2026-07-22T23:27:27+08:00,2026-07-22T23:30:27+08:00,0.0018744000,9.3518%,9.3646%,9.4221%,17351039.0000000000,375202.0000000000,9.2489x,0.0015526000,20.7265%,0.0015341000,0.0016875100,0.0018800000,0.0000261714,momentum_atr_estimate,0.0018603714,0.0019716000,0.0018783000,0.0017020000,0.2081%,-9.1976%,no,0.0018499029,0.30,not_placed,,0.0018603714,0.40,not_placed,,0.0018708400,0.30,not_placed,,0,rejected_origin_floor,0.0018783000,0.0017020000,0.0017130000
AKEUSDT,2026-07-22T23:34:24+08:00,2026-07-22T23:34:25+08:00,2026-07-22T23:37:25+08:00,0.0018990000,10.7935%,10.9229%,11.8638%,39247836.0000000000,776803.0000000000,10.1050x,0.0015600000,21.7308%,0.0015341000,0.0016875100,0.0019046000,0.0000281143,momentum_atr_estimate,0.0018835143,0.0020030000,0.0019046000,0.0017048000,0.2949%,-10.2264%,no,0.0018722686,0.30,not_placed,,0.0018835143,0.40,not_placed,,0.0018947600,0.30,not_placed,,0,rejected_origin_floor,0.0019046000,0.0016945000,0.0017043000
AKEUSDT,2026-07-22T23:37:42+08:00,2026-07-22T23:37:43+08:00,2026-07-22T23:40:43+08:00,0.0018744000,9.4540%,9.2562%,9.3455%,2287558.0000000000,136177.0000000000,3.3597x,0.0015600000,20.1538%,0.0015341000,0.0016875100,0.0019046000,0.0000298071,momentum_atr_estimate,0.0018822446,0.0020089250,0.0018743000,0.0016945000,-0.0053%,-9.5977%,no,0.0018703218,0.30,not_placed,,0.0018822446,0.40,not_placed,,0.0018941675,0.30,not_placed,,0,rejected_origin_floor,0.0018743000,0.0016941000,0.0018612000
AKEUSDT,2026-07-22T23:59:32+08:00,2026-07-22T23:59:33+08:00,2026-07-23T00:02:32+08:00,0.0019162000,12.2357%,1.0654%,11.8884%,12979690.0000000000,174203.0000000000,14.9018x,0.0015909000,20.4475%,0.0015341000,0.0016875100,0.0019273000,0.0000299786,momentum_atr_estimate,0.0019048161,0.0020322250,0.0019247000,0.0016935000,0.4436%,-11.6220%,no,0.0018928246,0.30,not_placed,,0.0019048161,0.40,not_placed,,0.0019168075,0.30,not_placed,,0,rejected_origin_floor,0.0019247000,0.0016935000,0.0017290000
AKEUSDT,2026-07-23T11:34:26+08:00,2026-07-23T11:34:27+08:00,2026-07-23T11:37:28+08:00,0.0020387000,15.7892%,15.5922%,-0.0049%,4716147.0000000000,226546.0000000000,4.1635x,0.0016550000,23.1843%,0.0016550000,0.0018205000,0.0020391000,0.0000164071,momentum_atr_estimate,0.0020267946,0.0020965250,0.0020417000,0.0017559000,0.1472%,-13.8716%,no,0.0020202318,0.30,not_placed,,0.0020267946,0.40,not_placed,,0.0020333575,0.30,not_placed,,0,rejected_origin_floor,0.0020417000,0.0017446000,0.0020323000
AKEUSDT,2026-07-23T11:43:59+08:00,2026-07-23T11:44:00+08:00,2026-07-23T11:46:59+08:00,0.0020249000,14.8293%,-0.1085%,-0.3445%,5048813.0000000000,298252.0000000000,3.3856x,0.0016550000,22.3505%,0.0016550000,0.0018205000,0.0020251000,0.0000178714,momentum_atr_estimate,0.0020116964,0.0020876500,0.0020365000,0.0017649000,0.5729%,-12.8401%,no,0.0020045479,0.30,not_placed,,0.0020116964,0.40,not_placed,,0.0020188450,0.30,not_placed,,0,rejected_origin_floor,0.0020365000,0.0017649000,0.0020241000
AKEUSDT,2026-07-23T11:49:32+08:00,2026-07-23T11:49:33+08:00,2026-07-23T11:52:33+08:00,0.0020237000,14.0048%,-0.0839%,-0.0790%,4296151.0000000000,173578.0000000000,4.9501x,0.0016550000,22.2779%,0.0016550000,0.0018205000,0.0020245000,0.0000176786,momentum_atr_estimate,0.0020112411,0.0020863750,0.0020347000,0.0020236000,0.5436%,-0.0049%,no,0.0020041696,0.30,not_placed,,0.0020112411,0.40,not_placed,,0.0020183125,0.30,not_placed,,0,rejected_origin_floor,0.0020423000,0.0017643000,0.0020311000
AKEUSDT,2026-07-23T11:53:57+08:00,2026-07-23T11:53:58+08:00,2026-07-23T11:57:00+08:00,0.0020268000,14.8589%,-0.2657%,-0.0641%,4730687.0000000000,306443.0000000000,3.0875x,0.0016550000,22.4653%,0.0016550000,0.0018205000,0.0020272000,0.0000170286,momentum_atr_estimate,0.0020144286,0.0020868000,0.0020377000,0.0017620000,0.5378%,-13.0649%,no,0.0020076171,0.30,not_placed,,0.0020144286,0.40,not_placed,,0.0020212400,0.30,not_placed,,0,rejected_origin_floor,0.0020377000,0.0017615000,0.0020206000
AKEUSDT,2026-07-23T12:06:08+08:00,2026-07-23T12:06:09+08:00,2026-07-23T12:09:08+08:00,0.0020089000,12.5939%,0.0299%,0.5003%,9509635.0000000000,421517.0000000000,4.5121x,0.0016550000,21.3837%,0.0016550000,0.0018205000,0.0020094000,0.0000199071,momentum_atr_estimate,0.0019944696,0.0020790750,0.0020126000,0.0017952000,0.1842%,-10.6377%,no,0.0019865068,0.30,not_placed,,0.0019944696,0.40,not_placed,,0.0020024325,0.30,not_placed,,0,rejected_origin_floor,0.0020126000,0.0017952000,0.0019869000
AKEUSDT,2026-07-23T12:11:20+08:00,2026-07-23T12:11:21+08:00,2026-07-23T12:14:20+08:00,0.0019866000,9.4666%,0.0050%,0.1765%,7511763.0000000000,456122.0000000000,3.2938x,0.0016550000,20.0363%,0.0016550000,0.0018205000,0.0019893000,0.0000200929,momentum_atr_estimate,0.0019742304,0.0020596250,0.0019891000,0.0018090000,0.1258%,-8.9399%,no,0.0019661932,0.30,not_placed,,0.0019742304,0.40,not_placed,,0.0019822675,0.30,not_placed,,0,rejected_origin_floor,0.0020036000,0.0018090000,0.0020015000
AKEUSDT,2026-07-23T12:23:25+08:00,2026-07-23T12:23:26+08:00,2026-07-23T12:26:26+08:00,0.0020172000,9.9891%,-0.0149%,0.0050%,13430611.0000000000,390805.0000000000,6.8733x,0.0016550000,21.8852%,0.0016550000,0.0018205000,0.0020202000,0.0000212286,momentum_atr_estimate,0.0020042786,0.0020945000,0.0020219000,0.0018267000,0.2330%,-9.4438%,no,0.0019957871,0.30,not_placed,,0.0020042786,0.40,not_placed,,0.0020127700,0.30,not_placed,,0,rejected_origin_floor,0.0020219000,0.0018267000,0.0018367000
AKEUSDT,2026-07-23T12:27:20+08:00,2026-07-23T12:27:21+08:00,2026-07-23T12:30:20+08:00,0.0019991000,8.8242%,-0.0350%,-0.3887%,4409040.0000000000,261975.0000000000,3.3660x,0.0016550000,20.7915%,0.0016550000,0.0018205000,0.0019991000,0.0000212500,momentum_atr_estimate,0.0019831625,0.0020734750,0.0020072000,0.0018367000,0.4052%,-8.1237%,no,0.0019746625,0.30,not_placed,,0.0019831625,0.40,not_placed,,0.0019916625,0.30,not_placed,,0,rejected_origin_floor,0.0020117000,0.0018350000,0.0020028000
AKEUSDT,2026-07-23T12:33:21+08:00,2026-07-23T12:33:22+08:00,2026-07-23T12:36:22+08:00,0.0020018000,8.9178%,0.0000%,-0.0150%,5932760.0000000000,168956.0000000000,7.0228x,0.0016550000,20.9547%,0.0016550000,0.0018205000,0.0020020000,0.0000210286,momentum_atr_estimate,0.0019862286,0.0020756000,0.0020029000,0.0018372000,0.0550%,-8.2226%,no,0.0019778171,0.30,not_placed,,0.0019862286,0.40,not_placed,,0.0019946400,0.30,not_placed,,0,rejected_origin_floor,0.0020029000,0.0018372000,0.0019655000
AKEUSDT,2026-07-23T12:42:27+08:00,2026-07-23T12:42:28+08:00,2026-07-23T12:45:27+08:00,0.0019863000,7.1590%,0.1614%,0.1361%,2901133.0000000000,189133.0000000000,3.0678x,0.0016550000,20.0181%,0.0016550000,0.0018205000,0.0019867000,0.0000210429,momentum_atr_estimate,0.0019709179,0.0020603500,0.0019947000,0.0018414000,0.4229%,-7.2950%,no,0.0019625007,0.30,not_placed,,0.0019709179,0.40,not_placed,,0.0019793350,0.30,not_placed,,0,rejected_origin_floor,0.0019947000,0.0018414000,0.0019695000
AKEUSDT,2026-07-23T12:45:37+08:00,2026-07-23T12:45:38+08:00,2026-07-23T12:48:37+08:00,0.0019870000,7.6615%,0.0504%,0.1714%,4925461.0000000000,159800.0000000000,6.1645x,0.0016550000,20.0604%,0.0016550000,0.0018205000,0.0019880000,0.0000210429,momentum_atr_estimate,0.0019722179,0.0020616500,0.0019881000,0.0018454000,0.0554%,-7.1263%,no,0.0019638007,0.30,not_placed,,0.0019722179,0.40,not_placed,,0.0019806350,0.30,not_placed,,0,rejected_origin_floor,0.0019881000,0.0018454000,0.0019715000
AKEUSDT,2026-07-23T12:52:47+08:00,2026-07-23T12:52:48+08:00,2026-07-23T12:55:50+08:00,0.0019899000,6.9494%,0.0251%,0.8208%,5875449.0000000000,196807.0000000000,5.9708x,0.0016550000,20.2356%,0.0016550000,0.0018205000,0.0019899000,0.0000197429,momentum_atr_estimate,0.0019750929,0.0020590000,0.0019939000,0.0018567000,0.2010%,-6.6938%,no,0.0019671957,0.30,not_placed,,0.0019750929,0.40,not_placed,,0.0019829900,0.30,not_placed,,0,rejected_origin_floor,0.0020028000,0.0018548000,0.0019941000
AKEUSDT,2026-07-23T12:57:33+08:00,2026-07-23T12:57:34+08:00,2026-07-23T13:00:33+08:00,0.0019972000,7.3937%,-0.0950%,0.0802%,4685167.0000000000,293566.0000000000,3.1919x,0.0016550000,20.6767%,0.0016550000,0.0018205000,0.0019972000,0.0000190857,momentum_atr_estimate,0.0019828857,0.0020640000,0.0020038000,0.0018548000,0.3305%,-7.1300%,no,0.0019752514,0.30,not_placed,,0.0019828857,0.40,not_placed,,0.0019905200,0.30,not_placed,,0,rejected_origin_floor,0.0020148000,0.0018548000,0.0020148000
AKEUSDT,2026-07-23T13:28:03+08:00,2026-07-23T13:28:04+08:00,2026-07-23T13:31:03+08:00,0.0020436000,11.4346%,0.0490%,-0.1319%,7630227.0000000000,481963.0000000000,3.1663x,0.0016550000,23.4804%,0.0016550000,0.0018205000,0.0020437000,0.0000225429,momentum_atr_estimate,0.0020267929,0.0021226000,0.0020725000,0.0018290000,1.4142%,-10.5011%,no,0.0020177757,0.30,not_placed,,0.0020267929,0.40,not_placed,,0.0020358100,0.30,not_placed,,0,rejected_origin_floor,0.0021199000,0.0018290000,0.0021142000
AKEUSDT,2026-07-23T13:39:01+08:00,2026-07-23T13:39:02+08:00,2026-07-23T13:42:01+08:00,0.0020744000,12.9048%,-0.0193%,-0.1252%,11600274.0000000000,632825.0000000000,3.6662x,0.0016550000,25.3414%,0.0016550000,0.0018205000,0.0020750000,0.0000224357,momentum_atr_estimate,0.0020581732,0.0021535250,0.0020800000,0.0018454000,0.2700%,-11.0393%,no,0.0020491989,0.30,not_placed,,0.0020581732,0.40,not_placed,,0.0020671475,0.30,not_placed,,0,rejected_origin_floor,0.0020800000,0.0018454000,0.0020599000
AKEUSDT,2026-07-23T13:47:04+08:00,2026-07-23T13:47:05+08:00,2026-07-23T13:50:04+08:00,0.0020502000,10.9656%,-0.1753%,-0.2675%,8665014.0000000000,478687.0000000000,3.6203x,0.0016550000,23.8792%,0.0016550000,0.0018205000,0.0020514000,0.0000213929,momentum_atr_estimate,0.0020353554,0.0021262750,0.0020558000,0.0018489000,0.2731%,-9.8186%,no,0.0020267982,0.30,not_placed,,0.0020353554,0.40,not_placed,,0.0020439125,0.30,not_placed,,0,rejected_origin_floor,0.0020558000,0.0018356000,0.0020453000
AKEUSDT,2026-07-23T14:00:00+08:00,2026-07-23T14:00:01+08:00,2026-07-23T14:03:00+08:00,0.0020493000,11.3992%,11.4356%,-0.3016%,4148137.0000000000,220036.0000000000,3.7704x,0.0016550000,23.8248%,0.0016550000,0.0018205000,0.0020500000,0.0000204071,momentum_atr_estimate,0.0020346946,0.0021214250,0.0020493000,0.0018291000,0.0000%,-10.7451%,no,0.0020265318,0.30,not_placed,,0.0020346946,0.40,not_placed,,0.0020428575,0.30,not_placed,,0,rejected_origin_floor,0.0020493000,0.0018291000,0.0020323000
AKEUSDT,2026-07-23T14:05:47+08:00,2026-07-23T14:05:48+08:00,2026-07-23T14:08:48+08:00,0.0020363000,10.2610%,0.1771%,0.1377%,3597148.0000000000,202592.0000000000,3.5511x,0.0016550000,23.0393%,0.0016550000,0.0018205000,0.0020363000,0.0000208286,momentum_atr_estimate,0.0020206786,0.0021092000,0.0020470000,0.0018495000,0.5255%,-9.1735%,no,0.0020123471,0.30,not_placed,,0.0020206786,0.40,not_placed,,0.0020290100,0.30,not_placed,,0,rejected_origin_floor,0.0020470000,0.0018495000,0.0020206000
AKEUSDT,2026-07-23T14:11:51+08:00,2026-07-23T14:11:52+08:00,2026-07-23T14:14:52+08:00,0.0020226000,8.9176%,0.0000%,0.1138%,2291279.0000000000,145062.0000000000,3.1590x,0.0016550000,22.2115%,0.0016550000,0.0018205000,0.0020230000,0.0000200857,momentum_atr_estimate,0.0020079357,0.0020933000,0.0020386000,0.0018559000,0.7911%,-8.2419%,no,0.0019999014,0.30,not_placed,,0.0020079357,0.40,not_placed,,0.0020159700,0.30,not_placed,,0,rejected_origin_floor,0.0020872000,0.0018559000,0.0020738000
AKEUSDT,2026-07-23T14:19:06+08:00,2026-07-23T14:19:07+08:00,2026-07-23T14:22:07+08:00,0.0020588000,10.7179%,-0.1697%,-0.2471%,8686875.0000000000,493369.0000000000,3.5215x,0.0016550000,24.3988%,0.0016550000,0.0018205000,0.0020604000,0.0000181429,momentum_atr_estimate,0.0020467929,0.0021239000,0.0020756000,0.0018591000,0.8160%,-9.6998%,no,0.0020395357,0.30,not_placed,,0.0020467929,0.40,not_placed,,0.0020540500,0.30,not_placed,,0,rejected_origin_floor,0.0020756000,0.0018538000,0.0020677000
AKEUSDT,2026-07-23T14:23:08+08:00,2026-07-23T14:23:09+08:00,2026-07-23T14:26:08+08:00,0.0020654000,11.4144%,0.1940%,0.2621%,6500049.0000000000,235084.0000000000,5.5300x,0.0016550000,24.7976%,0.0016550000,0.0018205000,0.0020656000,0.0000184357,momentum_atr_estimate,0.0020517732,0.0021301250,0.0020736000,0.0018435000,0.3970%,-10.7437%,no,0.0020443989,0.30,not_placed,,0.0020517732,0.40,not_placed,,0.0020591475,0.30,not_placed,,0,rejected_origin_floor,0.0020736000,0.0018435000,0.0020654000
AKEUSDT,2026-07-23T14:29:00+08:00,2026-07-23T14:29:01+08:00,2026-07-23T14:32:00+08:00,0.0020683000,10.9305%,0.1210%,0.1695%,2608062.0000000000,131515.0000000000,3.9662x,0.0016550000,24.9728%,0.0016550000,0.0018205000,0.0020694000,0.0000171429,momentum_atr_estimate,0.0020565429,0.0021294000,0.0020901000,0.0018755000,1.0540%,-9.3217%,no,0.0020496857,0.30,not_placed,,0.0020565429,0.40,not_placed,,0.0020634000,0.30,not_placed,,0,rejected_origin_floor,0.0020901000,0.0018755000,0.0020847000
