signal_at,order_active_at,order_expire_at,trigger_price,return_5s,return_15s,return_60s,volume_5s,volume_baseline_1s_median,volume_multiple_5s,12h_low,rise_from_12h_low,origin_price,origin_plus_10pct_floor,spike_high,atr_5m,pricing_mode,predicted_primary,invalid_price,window_high,window_low,window_high_vs_trigger,window_low_vs_trigger,invalid_touched,tier1_price,tier1_weight,tier1_status,tier1_first_touch_at,tier2_price,tier2_weight,tier2_status,tier2_first_touch_at,tier3_price,tier3_weight,tier3_status,tier3_first_touch_at,filled_tier_count,order_result,next_5m_high,next_5m_low,next_5m_close,exit_status,entry_avg,exit_price,gross_return,net_return
2026-07-08T11:35:57+08:00,2026-07-08T11:35:58+08:00,2026-07-08T11:38:57+08:00,0.8335000000,5.6802%,8.2186%,10.6759%,748356.4000000008,29317.3000000000,5.1052x,0.5915000000,40.9129%,0.5878000000,0.6465800000,0.8342000000,0.0057285714,momentum_atr_estimate,0.8299035714,0.8542500000,0.8548000000,0.7930000000,2.5555%,-4.8590%,yes,0.8276121429,0.30,not_placed,,0.8299035714,0.40,not_placed,,0.8321950000,0.30,not_placed,,0,rejected_origin_floor,0.8548000000,0.7930000000,0.8216000000,no_position,,,,
2026-07-26T11:15:07+08:00,2026-07-26T11:15:08+08:00,2026-07-26T11:18:07+08:00,1.1745000000,5.0161%,5.1289%,5.4214%,1239491.9000000004,1777.4000000000,139.4725x,0.9173000000,28.0388%,0.9173000000,1.0090300000,1.1762000000,0.0059785714,momentum_atr_estimate,1.1717160714,1.1971250000,1.1800000000,1.1454000000,0.4683%,-2.4777%,no,1.1693246429,0.30,not_placed,,1.1717160714,0.40,not_placed,,1.1741075000,0.30,not_placed,,0,rejected_origin_floor,1.1800000000,1.1454000000,1.1666000000,no_position,,,,
